"dist","lat1","lon1","lat2","lon2"
244.690878140402,42.279548,-83.747354,42.280404503436,-83.7455244996211
234.742763099623,42.280404503436,-83.7455244996211,42.2803223794555,-83.7426764995565
202.362031795646,42.2803223794555,-83.7426764995565,42.280738500001,-83.7408469998923
127.356168658577,42.280738500001,-83.7408469998923,42.2818817500025,-83.7409032498492
335.637102663927,42.2818817500025,-83.7409032498492,42.2830286267917,-83.7434692498281
335.056987561093,42.2830286267917,-83.7434692498281,42.2858622500069,-83.743544000405
208.641988847653,42.2858622500069,-83.743544000405,42.28737,-83.742582
175.322742482467,42.28737,-83.742582,42.288052,-83.744501
204.352005210914,42.288052,-83.744501,42.2868840006236,-83.7437667509584
422.17766115925,42.2868840006236,-83.7437667509584,42.28392,-83.7458959999882
312.148940900345,42.28392,-83.7458959999882,42.2811175000019,-83.7460020001328
489.13753260312,42.2811175000019,-83.7460020001328,42.278159,-83.7473960000079
-3291.62680312302,42.278159,-83.7473960000079,42.279548,-83.747354
244.690878140402,42.279548,-83.747354,42.280404503436,-83.7455244996211
234.742763099623,42.280404503436,-83.7455244996211,42.2803223794555,-83.7426764995565
202.362031795646,42.2803223794555,-83.7426764995565,42.280738500001,-83.7408469998923
127.356168658577,42.280738500001,-83.7408469998923,42.2818817500025,-83.7409032498492
335.637102663927,42.2818817500025,-83.7409032498492,42.2830286267917,-83.7434692498281
335.056987561093,42.2830286267917,-83.7434692498281,42.2858622500069,-83.743544000405
208.641988847653,42.2858622500069,-83.743544000405,42.28737,-83.742582
175.322742482467,42.28737,-83.742582,42.288052,-83.744501
204.352005210914,42.288052,-83.744501,42.2868840006236,-83.7437667509584
422.17766115925,42.2868840006236,-83.7437667509584,42.28392,-83.7458959999882
312.148940900345,42.28392,-83.7458959999882,42.2811175000019,-83.7460020001328
489.13753260312,42.2811175000019,-83.7460020001328,42.278159,-83.7473960000079
-3291.62680312302,42.278159,-83.7473960000079,42.279548,-83.747354
244.690878140402,42.279548,-83.747354,42.280404503436,-83.7455244996211
234.742763099623,42.280404503436,-83.7455244996211,42.2803223794555,-83.7426764995565
202.362031795646,42.2803223794555,-83.7426764995565,42.280738500001,-83.7408469998923
127.356168658577,42.280738500001,-83.7408469998923,42.2818817500025,-83.7409032498492
335.637102663927,42.2818817500025,-83.7409032498492,42.2830286267917,-83.7434692498281
335.056987561093,42.2830286267917,-83.7434692498281,42.2858622500069,-83.743544000405
208.641988847653,42.2858622500069,-83.743544000405,42.28737,-83.742582
175.322742482467,42.28737,-83.742582,42.288052,-83.744501
204.352005210914,42.288052,-83.744501,42.2868840006236,-83.7437667509584
422.17766115925,42.2868840006236,-83.7437667509584,42.28392,-83.7458959999882
312.148940900345,42.28392,-83.7458959999882,42.2811175000019,-83.7460020001328
489.13753260312,42.2811175000019,-83.7460020001328,42.278159,-83.7473960000079
-3291.62680312302,42.278159,-83.7473960000079,42.279548,-83.747354
244.690878140402,42.279548,-83.747354,42.280404503436,-83.7455244996211
234.742763099623,42.280404503436,-83.7455244996211,42.2803223794555,-83.7426764995565
202.362031795646,42.2803223794555,-83.7426764995565,42.280738500001,-83.7408469998923
127.356168658577,42.280738500001,-83.7408469998923,42.2818817500025,-83.7409032498492
335.637102663927,42.2818817500025,-83.7409032498492,42.2830286267917,-83.7434692498281
335.056987561093,42.2830286267917,-83.7434692498281,42.2858622500069,-83.743544000405
208.641988847653,42.2858622500069,-83.743544000405,42.28737,-83.742582
175.322742482467,42.28737,-83.742582,42.288052,-83.744501
204.352005210914,42.288052,-83.744501,42.2868840006236,-83.7437667509584
422.17766115925,42.2868840006236,-83.7437667509584,42.28392,-83.7458959999882
312.148940900345,42.28392,-83.7458959999882,42.2811175000019,-83.7460020001328
